prov_cn,prov_km2,pa_km2,year,frac_pa
430000,211565.974059089,7919.38317251152,2004,0.0374322156846435
530000,385468.898026504,14525.1071266859,2004,0.0376816578485332
520000,175616.831238234,3154.00349063846,2004,0.0179595740818252
350000,122346.250901022,2534.10798132153,2004,0.0207125920300707
450000,266663.798498258,5473.02042419138,2004,0.0205240473398084
440000,202775.329391037,1841.94223814765,2004,0.00908366044172761
460000,43080.9900364887,1368.55228206154,2004,0.0317669645219946
220000,191587.081583656,11560.7438016702,2004,0.0603419797729012
210000,145287.062854837,3014.27723490379,2004,0.0207470450270957
120000,11392.3898513189,408.287673193777,2004,0.0358386325013719
630000,695938.6544018,68465.4389506322,2004,0.0983785546579278
610000,204998.319067571,11173.5258255476,2004,0.0545054509537937
150000,1142761.87223905,87689.609390739,2004,0.076734804967658
500000,82385.4969649095,2405.84352875656,2004,0.0292022700279551
130000,186599.667718384,2663.93404864367,2004,0.014276199315982
310000,6182.81738595144,0,2004,0
110000,16197.1667597319,298.752132928851,2004,0.0184447155086151
710000,40903.8534422188,0,2004,0
810000,1288.62501088332,0,2004,0
510000,485131.529377545,49223.5163014186,2004,0.101464269627199
620000,421123.651133805,75833.1941803234,2004,0.180073462927469
820000,60.7617837309977,0,2004,0
230000,451084.570674823,21189.1708779868,2005,0.046973832082724
650000,1627343.61964449,184031.921019977,2005,0.113087315302333
140000,155942.383568924,1431.00698769405,2005,0.00917651093271617
640000,51198.1261574061,6558.379734887,2005,0.1280980423917
540000,1198514.53429661,378786.405118118,2005,0.31604656787948
370000,155045.020700642,1677.65270593603,2005,0.0108204229865286
410000,163635.184918568,7905.58304326081,2005,0.0483122443818851
320000,100834.150894034,2526.88989111746,2005,0.0250598618495131
340000,141224.668324945,1150.92183312167,2005,0.00814958071258136
420000,186164.909824594,4229.95270147741,2005,0.0227215360051628
330000,100488.309790717,740.264772863964,2005,0.00736667553077252
360000,169215.433114737,3174.79339321285,2005,0.018761843023267
430000,211565.974059089,7929.87307933958,2005,0.0374817978864825
530000,385468.898026504,14565.0152158378,2005,0.0377851891304506
520000,175616.831238234,3169.60807956554,2005,0.0180484299666345
350000,122346.250901022,2534.10798132153,2005,0.0207125920300706
450000,266663.798498258,5722.34309606667,2005,0.0214590174155344
